suburb,density,property,price,rooms,bedroom,toilets,ensuite,condition,constituency,council,carport,pool,furnished,cottage,power,pbackup,water,wbackup,gated,garden
118,0,0,55,3,0,1,0,1,7,1,0,0,0,0,0,0,0,0,0,0
122,0,0,40,2,0,1,0,2,7,1,0,0,0,0,1,0,0,0,0,0
122,0,0,70,2,0,1,0,2,7,1,0,0,0,0,0,0,0,0,0,0
122,0,0,40,2,0,1,0,2,7,1,0,0,0,0,1,0,1,0,0,0
122,0,0,45,2,0,1,0,2,7,1,0,0,0,0,0,0,1,1,0,0
118,0,0,50,2,0,1,0,2,7,1,0,0,0,0,1,0,0,1,0,0
132,0,0,55,2,0,1,0,2,7,1,0,0,0,0,1,0,0,0,0,0
139,0,0,60,2,0,1,0,2,4,2,0,0,0,0,0,0,0,1,0,0
132,0,0,40,2,0,1,0,1,7,1,0,0,0,0,0,0,0,0,0,0
132,0,0,45,2,0,1,0,1,7,1,0,0,0,0,0,0,0,0,0,0
132,0,0,55,2,0,1,0,2,7,1,0,0,0,0,0,0,0,0,0,0
111,0,1,55,2,0,1,0,2,6,1,0,0,0,0,0,0,0,1,0,0
122,0,0,45,2,0,1,0,2,7,1,0,0,0,0,0,0,1,0,0,0
139,0,0,70,2,0,1,0,2,4,2,0,0,0,0,0,0,0,1,0,0
132,0,0,40,2,0,1,0,2,7,1,0,0,0,0,1,0,0,0,0,0
127,0,0,45,2,0,1,0,2,6,1,0,0,0,0,1,0,0,0,0,0
168,0,0,50,2,0,1,0,1,7,1,0,0,0,0,0,0,0,1,0,0
92,0,0,60,2,0,1,0,2,6,1,0,0,0,0,0,1,0,0,0,0
92,0,0,60,1,0,1,0,3,6,1,0,0,0,0,1,0,1,1,0,0
92,0,0,40,1,0,1,0,3,6,1,0,0,0,0,1,0,1,0,0,0
168,0,0,45,1,0,1,0,3,7,1,0,0,0,0,0,0,1,0,0,0
133,0,0,55,1,0,1,0,3,7,1,0,0,0,0,0,0,1,0,0,0
133,0,0,55,1,0,1,0,3,7,1,0,0,0,0,1,0,0,0,0,0
133,0,0,45,1,1,1,0,3,7,1,0,0,0,0,1,0,1,1,0,0
127,0,0,70,1,0,1,0,3,6,1,0,0,0,0,1,0,0,1,0,0
168,0,0,40,1,0,1,0,3,7,1,0,0,0,0,1,0,0,1,0,0
35,0,0,45,2,0,1,0,2,4,2,0,0,0,0,0,0,0,1,0,0
35,0,0,50,1,0,1,0,3,4,2,0,0,0,0,1,0,1,1,0,0
104,0,0,60,2,0,1,0,2,7,1,0,0,0,0,0,1,0,0,0,0
104,0,0,60,1,0,1,0,3,7,1,0,0,0,0,1,0,1,0,0,0
104,0,0,40,2,0,1,0,2,7,1,0,0,0,0,1,0,1,0,0,0
127,0,0,45,1,0,1,0,3,6,1,0,0,0,0,0,0,0,1,0,0
127,0,0,55,2,0,1,0,2,6,1,0,0,0,0,0,0,0,1,0,0
104,0,0,55,1,1,1,0,2,7,1,0,0,0,0,1,0,1,1,0,0
104,0,0,45,1,0,1,0,2,7,1,0,0,0,0,1,0,1,0,0,0
133,0,0,65,2,0,1,0,2,7,1,0,0,0,0,1,0,0,0,0,0
133,0,3,120,4,2,1,0,2,7,1,0,0,0,0,0,0,1,1,0,0
133,0,0,45,1,0,1,0,2,7,1,0,0,0,0,0,0,0,0,0,0
35,0,0,35,1,0,1,0,2,4,2,0,0,0,0,0,0,0,0,0,0
35,0,0,20,1,0,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0
118,0,0,30,1,0,1,0,2,7,1,0,0,0,0,0,0,0,1,0,0
76,0,0,45,2,0,1,0,2,13,2,0,0,0,0,1,0,0,0,0,0
76,0,0,55,1,0,1,0,2,13,2,0,0,0,0,0,1,0,0,0,0
76,0,0,20,1,0,1,0,1,13,2,0,0,0,0,0,0,0,0,0,0
76,0,0,35,1,0,1,0,2,13,2,0,0,0,0,1,0,0,0,0,0
76,0,0,30,1,0,1,0,2,13,2,0,0,0,0,1,0,1,0,0,0
139,0,0,20,1,0,1,0,1,4,2,0,0,0,0,0,0,0,1,0,0
127,0,0,20,1,0,1,0,1,6,1,0,0,0,0,0,0,0,1,0,0
111,0,0,25,1,0,1,0,1,6,1,0,0,0,0,0,0,0,1,0,0
118,0,0,30,1,0,1,0,2,7,1,0,0,0,0,0,0,0,1,0,0
133,0,3,130,5,2,2,1,2,7,1,0,0,0,0,1,0,1,1,0,0
139,0,3,125,5,3,2,1,2,4,2,0,0,0,0,0,0,0,1,0,0
127,0,1,120,3,0,1,1,3,6,1,0,0,0,0,0,0,0,1,0,0
43,0,3,160,5,0,1,0,2,18,2,0,0,0,0,0,0,0,1,0,0
119,0,0,65,3,0,1,0,2,12,2,0,0,0,0,0,0,1,0,0,0
119,0,1,60,3,0,1,0,2,12,2,0,0,0,0,0,0,1,0,0,0
119,0,0,55,2,0,1,0,2,12,2,0,0,0,0,0,0,1,0,0,0
16,0,0,60,2,0,1,0,2,18,2,0,0,0,0,0,0,1,0,0,0
119,0,0,65,2,0,1,0,2,12,2,0,0,0,0,0,0,1,0,0,0
16,0,1,60,3,0,1,0,2,18,2,0,0,0,0,0,0,0,1,0,0
127,0,1,150,3,0,1,0,2,6,1,0,0,0,0,0,0,0,1,0,0
133,0,0,55,2,0,1,0,2,7,1,0,0,0,0,0,0,1,0,0,0
133,0,0,45,2,0,1,0,2,7,1,0,0,0,0,1,0,0,0,0,0
119,0,0,110,3,0,1,0,2,12,2,0,0,0,0,1,0,0,1,0,0
160,0,1,50,2,0,1,0,2,4,2,0,0,0,0,1,0,0,0,0,0
160,0,0,45,2,0,1,0,2,4,2,0,0,0,0,0,0,0,1,0,0
43,0,0,60,2,0,1,0,2,18,2,0,0,0,0,0,0,0,1,0,0
139,0,0,70,2,0,1,0,2,4,2,0,0,0,0,0,0,0,1,0,0
119,0,0,65,2,0,1,0,2,12,2,0,0,0,0,0,0,0,1,0,0
160,0,0,55,3,0,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0
160,0,0,40,2,0,1,0,2,4,2,0,0,0,0,1,0,0,0,0,0
160,0,0,50,2,0,1,0,2,4,2,0,0,0,0,1,0,0,0,0,0
160,0,0,45,2,0,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0
119,0,0,55,2,0,1,0,2,12,2,0,0,0,0,1,0,0,1,0,0
35,0,0,45,2,0,1,0,2,4,2,0,0,0,0,1,0,0,0,0,0
35,0,0,40,2,0,1,0,2,4,2,0,0,0,0,0,0,0,1,0,0
35,0,0,45,2,0,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0
160,0,0,140,4,0,1,0,2,4,2,0,0,0,0,1,0,1,0,0,0
160,0,0,60,2,0,1,0,2,4,2,0,0,0,0,0,0,0,0,0,0
160,0,0,55,2,0,1,0,2,4,2,0,0,0,0,0,0,0,0,0,0
119,0,0,40,2,0,1,0,1,12,2,0,0,0,0,0,0,0,1,0,0
111,0,0,60,3,0,1,0,1,6,1,0,0,0,0,0,0,0,1,0,0
160,0,0,65,2,0,1,0,2,4,2,0,0,0,0,1,0,0,0,0,0
160,0,0,45,2,0,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0
35,0,0,60,2,0,1,0,2,4,2,0,0,0,0,1,0,1,0,0,0
35,0,0,65,2,0,1,0,2,4,2,0,0,0,0,0,0,0,1,0,0
96,0,0,35,2,0,1,0,2,6,1,0,0,0,0,1,0,0,1,0,0
104,0,0,45,2,0,1,0,2,7,1,0,0,0,0,1,0,0,0,0,0
119,0,0,60,2,0,1,0,2,12,2,0,0,0,0,0,0,0,1,0,0
104,0,0,45,2,0,1,0,1,7,1,0,0,0,0,0,0,0,0,0,0
104,0,0,35,2,0,1,0,1,7,1,0,0,0,0,0,0,0,0,0,0
104,0,0,40,2,0,1,0,1,7,1,0,0,0,0,0,0,0,0,0,0
43,0,1,55,2,0,1,0,2,18,2,0,0,0,0,0,0,0,1,0,0
56,0,0,35,1,0,1,0,2,6,1,0,0,0,0,0,0,1,0,0,0
111,0,0,45,2,0,1,0,1,6,1,0,0,0,0,0,0,0,1,0,0
56,0,0,50,2,0,1,0,2,6,1,0,0,0,0,1,0,0,0,0,0
56,0,0,40,2,0,1,0,2,6,1,0,0,0,0,1,0,0,0,0,0
139,0,0,65,2,0,1,0,2,4,2,0,0,0,0,0,0,0,1,0,0
56,0,0,35,2,0,1,0,1,6,1,0,0,0,0,0,0,0,0,0,0
56,0,0,25,1,0,1,0,2,6,1,0,0,0,0,0,0,1,1,0,0
56,0,0,35,1,0,1,0,2,6,1,0,0,0,0,1,0,1,0,0,0
56,0,0,25,1,0,1,0,2,6,1,0,0,0,0,0,0,1,0,0,0
119,0,0,30,1,0,1,0,2,12,2,0,0,0,0,0,0,1,0,0,0
119,0,0,30,1,0,1,0,2,12,2,0,0,0,0,1,0,0,0,0,0
139,0,0,30,1,1,1,0,2,4,2,0,0,0,0,1,0,1,1,0,0
119,0,0,35,1,0,1,0,2,12,2,0,0,0,0,1,0,0,1,0,0
119,0,0,35,1,0,1,0,2,12,2,0,0,0,0,1,0,0,1,0,0
16,0,0,60,2,0,1,0,2,18,2,0,0,0,0,0,0,0,0,0,0
16,0,0,35,1,0,1,0,2,18,2,0,0,0,0,1,0,1,1,0,0
16,0,0,40,2,0,1,0,1,18,2,0,0,0,0,1,0,0,0,0,0
16,0,0,35,1,0,1,0,2,18,2,0,0,0,0,1,0,1,0,0,0
125,0,0,40,2,0,1,0,2,18,2,0,0,0,0,1,0,1,0,0,0
119,0,0,30,1,0,1,0,2,12,2,0,0,0,0,0,0,0,1,0,0
119,0,0,65,2,0,1,0,2,12,2,0,0,0,0,0,0,0,1,0,0
16,0,0,35,1,1,1,0,2,18,2,0,0,0,0,1,0,0,1,0,0
125,0,0,30,1,0,1,0,2,18,2,0,0,0,0,1,0,0,0,0,0
139,0,0,45,2,0,1,0,2,4,2,0,0,0,0,1,0,0,0,0,0
125,0,3,120,4,2,1,0,2,18,2,0,0,0,0,0,0,0,1,0,0
125,0,0,35,1,0,1,0,2,18,2,0,0,0,0,0,0,0,0,0,0
56,0,0,40,1,0,1,0,2,6,1,0,0,0,0,0,0,0,0,0,0
56,0,0,20,1,0,1,0,1,6,1,0,0,0,0,0,0,0,0,0,0
43,0,0,25,1,0,1,0,1,18,2,0,0,0,0,0,0,0,1,0,0
139,0,0,50,2,0,1,0,2,4,2,0,0,0,0,1,0,0,0,0,0
125,0,0,20,1,0,1,0,1,18,2,0,0,0,0,1,0,0,0,0,0
139,0,0,20,1,0,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0
139,0,0,40,1,0,1,0,3,4,2,0,0,0,0,1,0,0,0,0,0
139,0,0,35,1,0,1,0,2,4,2,0,0,0,0,1,0,0,0,0,0
139,0,0,20,1,0,1,0,1,4,2,0,0,0,0,0,0,0,1,0,0
139,0,0,30,1,0,1,0,2,4,2,0,0,0,0,0,0,0,1,0,0
111,0,0,35,1,0,1,0,2,6,1,0,0,0,0,0,0,0,1,0,0
118,0,0,30,1,0,1,0,2,7,1,0,0,0,0,0,0,0,1,0,0
